FIPS,State,County,Variable_Code,Value
27011, MN,Big Stone County,Population_Estimate_2016,5002
27011, MN,Big Stone County,Population_Estimate_2017,5011
27011, MN,Big Stone County,Population_Estimate_2018,4989
27013, MN,Blue Earth County,2010_Census_Population,64013
27013, MN,Blue Earth County,Population_Estimate_2011,64347
27013, MN,Blue Earth County,Population_Estimate_2012,64966
27013, MN,Blue Earth County,Population_Estimate_2013,64734
27013, MN,Blue Earth County,Population_Estimate_2014,65296
27013, MN,Blue Earth County,Population_Estimate_2015,65658
27013, MN,Blue Earth County,Population_Estimate_2016,66343
27013, MN,Blue Earth County,Population_Estimate_2017,66887
27013, MN,Blue Earth County,Population_Estimate_2018,67427
27015, MN,Brown County,2010_Census_Population,25893
27015, MN,Brown County,Population_Estimate_2011,25655
27015, MN,Brown County,Population_Estimate_2012,25412
27015, MN,Brown County,Population_Estimate_2013,25266
27015, MN,Brown County,Population_Estimate_2014,25271
27015, MN,Brown County,Population_Estimate_2015,25237
27015, MN,Brown County,Population_Estimate_2016,25262
27015, MN,Brown County,Population_Estimate_2017,25172
27015, MN,Brown County,Population_Estimate_2018,25111
27017, MN,Carlton County,2010_Census_Population,35386
27017, MN,Carlton County,Population_Estimate_2011,35438
27017, MN,Carlton County,Population_Estimate_2012,35268
27017, MN,Carlton County,Population_Estimate_2013,35270
27017, MN,Carlton County,Population_Estimate_2014,35367
27017, MN,Carlton County,Population_Estimate_2015,35407
27017, MN,Carlton County,Population_Estimate_2016,35554
27017, MN,Carlton County,Population_Estimate_2017,35534
27017, MN,Carlton County,Population_Estimate_2018,35837
27019, MN,Carver County,2010_Census_Population,91042
27019, MN,Carver County,Population_Estimate_2011,92812
27019, MN,Carver County,Population_Estimate_2012,93863
27019, MN,Carver County,Population_Estimate_2013,95611
27019, MN,Carver County,Population_Estimate_2014,97363
27019, MN,Carver County,Population_Estimate_2015,98635
27019, MN,Carver County,Population_Estimate_2016,100380
27019, MN,Carver County,Population_Estimate_2017,102150
27019, MN,Carver County,Population_Estimate_2018,103551
27021, MN,Cass County,2010_Census_Population,28567
27021, MN,Cass County,Population_Estimate_2011,28382
27021, MN,Cass County,Population_Estimate_2012,28406
27021, MN,Cass County,Population_Estimate_2013,28483
27021, MN,Cass County,Population_Estimate_2014,28552
27021, MN,Cass County,Population_Estimate_2015,28687
27021, MN,Cass County,Population_Estimate_2016,29015
27021, MN,Cass County,Population_Estimate_2017,29336
27021, MN,Cass County,Population_Estimate_2018,29519
27023, MN,Chippewa County,2010_Census_Population,12441
27023, MN,Chippewa County,Population_Estimate_2011,12311
27023, MN,Chippewa County,Population_Estimate_2012,12117
27023, MN,Chippewa County,Population_Estimate_2013,12069
27023, MN,Chippewa County,Population_Estimate_2014,12050
27023, MN,Chippewa County,Population_Estimate_2015,12077
27023, MN,Chippewa County,Population_Estimate_2016,12039
27023, MN,Chippewa County,Population_Estimate_2017,11958
27023, MN,Chippewa County,Population_Estimate_2018,11924
27025, MN,Chisago County,2010_Census_Population,53887
27025, MN,Chisago County,Population_Estimate_2011,53753
27025, MN,Chisago County,Population_Estimate_2012,53464
27025, MN,Chisago County,Population_Estimate_2013,53658
27025, MN,Chisago County,Population_Estimate_2014,53797
27025, MN,Chisago County,Population_Estimate_2015,54113
27025, MN,Chisago County,Population_Estimate_2016,54588
27025, MN,Chisago County,Population_Estimate_2017,55214
27025, MN,Chisago County,Population_Estimate_2018,55922
27027, MN,Clay County,2010_Census_Population,58999
27027, MN,Clay County,Population_Estimate_2011,59911
27027, MN,Clay County,Population_Estimate_2012,60187
27027, MN,Clay County,Population_Estimate_2013,60519
27027, MN,Clay County,Population_Estimate_2014,61238
27027, MN,Clay County,Population_Estimate_2015,62146
27027, MN,Clay County,Population_Estimate_2016,62983
27027, MN,Clay County,Population_Estimate_2017,63682
27027, MN,Clay County,Population_Estimate_2018,63955
27029, MN,Clearwater County,2010_Census_Population,8695
27029, MN,Clearwater County,Population_Estimate_2011,8719
27029, MN,Clearwater County,Population_Estimate_2012,8676
27029, MN,Clearwater County,Population_Estimate_2013,8782
27029, MN,Clearwater County,Population_Estimate_2014,8789
27029, MN,Clearwater County,Population_Estimate_2015,8796
27029, MN,Clearwater County,Population_Estimate_2016,8830
27029, MN,Clearwater County,Population_Estimate_2017,8837
27029, MN,Clearwater County,Population_Estimate_2018,8810
27031, MN,Cook County,2010_Census_Population,5176
27031, MN,Cook County,Population_Estimate_2011,5209
27031, MN,Cook County,Population_Estimate_2012,5180
27031, MN,Cook County,Population_Estimate_2013,5185
27031, MN,Cook County,Population_Estimate_2014,5241
27031, MN,Cook County,Population_Estimate_2015,5228
27031, MN,Cook County,Population_Estimate_2016,5309
27031, MN,Cook County,Population_Estimate_2017,5384
27031, MN,Cook County,Population_Estimate_2018,5393
27033, MN,Cottonwood County,2010_Census_Population,11687
27033, MN,Cottonwood County,Population_Estimate_2011,11712
27033, MN,Cottonwood County,Population_Estimate_2012,11573
27033, MN,Cottonwood County,Population_Estimate_2013,11554
27033, MN,Cottonwood County,Population_Estimate_2014,11506
27033, MN,Cottonwood County,Population_Estimate_2015,11426
27033, MN,Cottonwood County,Population_Estimate_2016,11376
27033, MN,Cottonwood County,Population_Estimate_2017,11277
27033, MN,Cottonwood County,Population_Estimate_2018,11277
27035, MN,Crow Wing County,2010_Census_Population,62500
27035, MN,Crow Wing County,Population_Estimate_2011,62666
27035, MN,Crow Wing County,Population_Estimate_2012,62802
27035, MN,Crow Wing County,Population_Estimate_2013,62993
27035, MN,Crow Wing County,Population_Estimate_2014,63099
27035, MN,Crow Wing County,Population_Estimate_2015,63231
27035, MN,Crow Wing County,Population_Estimate_2016,63739
27035, MN,Crow Wing County,Population_Estimate_2017,64315
27035, MN,Crow Wing County,Population_Estimate_2018,64889
27037, MN,Dakota County,2010_Census_Population,398552
27037, MN,Dakota County,Population_Estimate_2011,401738
27037, MN,Dakota County,Population_Estimate_2012,404617
27037, MN,Dakota County,Population_Estimate_2013,407929
27037, MN,Dakota County,Population_Estimate_2014,411790
27037, MN,Dakota County,Population_Estimate_2015,414240
27037, MN,Dakota County,Population_Estimate_2016,417732
27037, MN,Dakota County,Population_Estimate_2017,421821
27037, MN,Dakota County,Population_Estimate_2018,425423
27039, MN,Dodge County,2010_Census_Population,20087
27039, MN,Dodge County,Population_Estimate_2011,20197
27039, MN,Dodge County,Population_Estimate_2012,20266
27039, MN,Dodge County,Population_Estimate_2013,20334
27039, MN,Dodge County,Population_Estimate_2014,20381
27039, MN,Dodge County,Population_Estimate_2015,20417
27039, MN,Dodge County,Population_Estimate_2016,20555
27039, MN,Dodge County,Population_Estimate_2017,20737
27039, MN,Dodge County,Population_Estimate_2018,20822
27041, MN,Douglas County,2010_Census_Population,36009
27041, MN,Douglas County,Population_Estimate_2011,36175
27041, MN,Douglas County,Population_Estimate_2012,36287
27041, MN,Douglas County,Population_Estimate_2013,36343
27041, MN,Douglas County,Population_Estimate_2014,36568
27041, MN,Douglas County,Population_Estimate_2015,36782
27041, MN,Douglas County,Population_Estimate_2016,37147
27041, MN,Douglas County,Population_Estimate_2017,37556
27041, MN,Douglas County,Population_Estimate_2018,37964
27043, MN,Faribault County,2010_Census_Population,14553
27043, MN,Faribault County,Population_Estimate_2011,14460
27043, MN,Faribault County,Population_Estimate_2012,14177
27043, MN,Faribault County,Population_Estimate_2013,14101
27043, MN,Faribault County,Population_Estimate_2014,14106
27043, MN,Faribault County,Population_Estimate_2015,13981
27043, MN,Faribault County,Population_Estimate_2016,13869
27043, MN,Faribault County,Population_Estimate_2017,13764
27043, MN,Faribault County,Population_Estimate_2018,13758
27045, MN,Fillmore County,2010_Census_Population,20866
27045, MN,Fillmore County,Population_Estimate_2011,20834
27045, MN,Fillmore County,Population_Estimate_2012,20831
27045, MN,Fillmore County,Population_Estimate_2013,20751
27045, MN,Fillmore County,Population_Estimate_2014,20769
27045, MN,Fillmore County,Population_Estimate_2015,20727
27045, MN,Fillmore County,Population_Estimate_2016,20902
27045, MN,Fillmore County,Population_Estimate_2017,20982
27045, MN,Fillmore County,Population_Estimate_2018,21058
27047, MN,Freeborn County,2010_Census_Population,31255
27047, MN,Freeborn County,Population_Estimate_2011,31065
27047, MN,Freeborn County,Population_Estimate_2012,31023
27047, MN,Freeborn County,Population_Estimate_2013,30922
27047, MN,Freeborn County,Population_Estimate_2014,30742
27047, MN,Freeborn County,Population_Estimate_2015,30496
27047, MN,Freeborn County,Population_Estimate_2016,30409
27047, MN,Freeborn County,Population_Estimate_2017,30537
27047, MN,Freeborn County,Population_Estimate_2018,30444
27049, MN,Goodhue County,2010_Census_Population,46183
27049, MN,Goodhue County,Population_Estimate_2011,46102
27049, MN,Goodhue County,Population_Estimate_2012,46146
27049, MN,Goodhue County,Population_Estimate_2013,46113
27049, MN,Goodhue County,Population_Estimate_2014,46021
27049, MN,Goodhue County,Population_Estimate_2015,46073
27049, MN,Goodhue County,Population_Estimate_2016,46252
27049, MN,Goodhue County,Population_Estimate_2017,46334
27049, MN,Goodhue County,Population_Estimate_2018,46403
27051, MN,Grant County,2010_Census_Population,6018
27051, MN,Grant County,Population_Estimate_2011,5993
27051, MN,Grant County,Population_Estimate_2012,5929
27051, MN,Grant County,Population_Estimate_2013,5958
27051, MN,Grant County,Population_Estimate_2014,5926
27051, MN,Grant County,Population_Estimate_2015,5870
27051, MN,Grant County,Population_Estimate_2016,5933
27051, MN,Grant County,Population_Estimate_2017,5938
27051, MN,Grant County,Population_Estimate_2018,6021
27053, MN,Hennepin County,2010_Census_Population,1152425
27053, MN,Hennepin County,Population_Estimate_2011,1169264
27053, MN,Hennepin County,Population_Estimate_2012,1184224
27053, MN,Hennepin County,Population_Estimate_2013,1198181
27053, MN,Hennepin County,Population_Estimate_2014,1211264
27053, MN,Hennepin County,Population_Estimate_2015,1222578
27053, MN,Hennepin County,Population_Estimate_2016,1235875
27053, MN,Hennepin County,Population_Estimate_2017,1248246
27053, MN,Hennepin County,Population_Estimate_2018,1259428
27055, MN,Houston County,2010_Census_Population,19027
27055, MN,Houston County,Population_Estimate_2011,18876
27055, MN,Houston County,Population_Estimate_2012,18764
27055, MN,Houston County,Population_Estimate_2013,18774
27055, MN,Houston County,Population_Estimate_2014,18699
27055, MN,Houston County,Population_Estimate_2015,18681
27055, MN,Houston County,Population_Estimate_2016,18694
27055, MN,Houston County,Population_Estimate_2017,18662
27055, MN,Houston County,Population_Estimate_2018,18578
27057, MN,Hubbard County,2010_Census_Population,20428
27057, MN,Hubbard County,Population_Estimate_2011,20515
27057, MN,Hubbard County,Population_Estimate_2012,20454
27057, MN,Hubbard County,Population_Estimate_2013,20698
27057, MN,Hubbard County,Population_Estimate_2014,20633
27057, MN,Hubbard County,Population_Estimate_2015,20645
27057, MN,Hubbard County,Population_Estimate_2016,20700
27057, MN,Hubbard County,Population_Estimate_2017,21001
27057, MN,Hubbard County,Population_Estimate_2018,21332
27059, MN,Isanti County,2010_Census_Population,37816
27059, MN,Isanti County,Population_Estimate_2011,38191
27059, MN,Isanti County,Population_Estimate_2012,38141
27059, MN,Isanti County,Population_Estimate_2013,38058
27059, MN,Isanti County,Population_Estimate_2014,38269
27059, MN,Isanti County,Population_Estimate_2015,38277
27059, MN,Isanti County,Population_Estimate_2016,38777
27059, MN,Isanti County,Population_Estimate_2017,39583
27059, MN,Isanti County,Population_Estimate_2018,39966
27061, MN,Itasca County,2010_Census_Population,45058
27061, MN,Itasca County,Population_Estimate_2011,45091
27061, MN,Itasca County,Population_Estimate_2012,45139
27061, MN,Itasca County,Population_Estimate_2013,45324
27061, MN,Itasca County,Population_Estimate_2014,45321
27061, MN,Itasca County,Population_Estimate_2015,45261
27061, MN,Itasca County,Population_Estimate_2016,45164
27061, MN,Itasca County,Population_Estimate_2017,45161
27061, MN,Itasca County,Population_Estimate_2018,45108
27063, MN,Jackson County,2010_Census_Population,10266
27063, MN,Jackson County,Population_Estimate_2011,10194
27063, MN,Jackson County,Population_Estimate_2012,10308
27063, MN,Jackson County,Population_Estimate_2013,10280
27063, MN,Jackson County,Population_Estimate_2014,10273
27063, MN,Jackson County,Population_Estimate_2015,10095
27063, MN,Jackson County,Population_Estimate_2016,9967
27063, MN,Jackson County,Population_Estimate_2017,9988
27063, MN,Jackson County,Population_Estimate_2018,9911
27065, MN,Kanabec County,2010_Census_Population,16239
27065, MN,Kanabec County,Population_Estimate_2011,16224
27065, MN,Kanabec County,Population_Estimate_2012,15972
27065, MN,Kanabec County,Population_Estimate_2013,16009
27065, MN,Kanabec County,Population_Estimate_2014,15971
27065, MN,Kanabec County,Population_Estimate_2015,15884
27065, MN,Kanabec County,Population_Estimate_2016,15903
27065, MN,Kanabec County,Population_Estimate_2017,16054
27065, MN,Kanabec County,Population_Estimate_2018,16207
27067, MN,Kandiyohi County,2010_Census_Population,42239
27067, MN,Kandiyohi County,Population_Estimate_2011,42203
27067, MN,Kandiyohi County,Population_Estimate_2012,42377
27067, MN,Kandiyohi County,Population_Estimate_2013,42460
27067, MN,Kandiyohi County,Population_Estimate_2014,42492
27067, MN,Kandiyohi County,Population_Estimate_2015,42590
27067, MN,Kandiyohi County,Population_Estimate_2016,42636
27067, MN,Kandiyohi County,Population_Estimate_2017,42715
27067, MN,Kandiyohi County,Population_Estimate_2018,42855
27069, MN,Kittson County,2010_Census_Population,4552
27069, MN,Kittson County,Population_Estimate_2011,4540
27069, MN,Kittson County,Population_Estimate_2012,4497
27069, MN,Kittson County,Population_Estimate_2013,4498
27069, MN,Kittson County,Population_Estimate_2014,4455
27069, MN,Kittson County,Population_Estimate_2015,4405
27069, MN,Kittson County,Population_Estimate_2016,4316
27069, MN,Kittson County,Population_Estimate_2017,4259
27069, MN,Kittson County,Population_Estimate_2018,4248
27071, MN,Koochiching County,2010_Census_Population,13311
27071, MN,Koochiching County,Population_Estimate_2011,13235
27071, MN,Koochiching County,Population_Estimate_2012,13164
27071, MN,Koochiching County,Population_Estimate_2013,13090
27071, MN,Koochiching County,Population_Estimate_2014,12848
27071, MN,Koochiching County,Population_Estimate_2015,12798
27071, MN,Koochiching County,Population_Estimate_2016,12609
27071, MN,Koochiching County,Population_Estimate_2017,12526
27071, MN,Koochiching County,Population_Estimate_2018,12440
27073, MN,Lac qui Parle County,2010_Census_Population,7259
27073, MN,Lac qui Parle County,Population_Estimate_2011,7220
27073, MN,Lac qui Parle County,Population_Estimate_2012,7121
27073, MN,Lac qui Parle County,Population_Estimate_2013,7006
27073, MN,Lac qui Parle County,Population_Estimate_2014,6901
27073, MN,Lac qui Parle County,Population_Estimate_2015,6872
27073, MN,Lac qui Parle County,Population_Estimate_2016,6737
27073, MN,Lac qui Parle County,Population_Estimate_2017,6695
27073, MN,Lac qui Parle County,Population_Estimate_2018,6658
27075, MN,Lake County,2010_Census_Population,10866
27075, MN,Lake County,Population_Estimate_2011,10777
27075, MN,Lake County,Population_Estimate_2012,10790
27075, MN,Lake County,Population_Estimate_2013,10704
27075, MN,Lake County,Population_Estimate_2014,10600
27075, MN,Lake County,Population_Estimate_2015,10547
27075, MN,Lake County,Population_Estimate_2016,10524
27075, MN,Lake County,Population_Estimate_2017,10516
27075, MN,Lake County,Population_Estimate_2018,10658
27077, MN,Lake of the Woods County,2010_Census_Population,4045
27077, MN,Lake of the Woods County,Population_Estimate_2011,4011
27077, MN,Lake of the Woods County,Population_Estimate_2012,3946
27077, MN,Lake of the Woods County,Population_Estimate_2013,3909
27077, MN,Lake of the Woods County,Population_Estimate_2014,3889
27077, MN,Lake of the Woods County,Population_Estimate_2015,3872
27077, MN,Lake of the Woods County,Population_Estimate_2016,3790
27077, MN,Lake of the Woods County,Population_Estimate_2017,3736
27077, MN,Lake of the Woods County,Population_Estimate_2018,3758
27079, MN,Le Sueur County,2010_Census_Population,27703
27079, MN,Le Sueur County,Population_Estimate_2011,27778
27079, MN,Le Sueur County,Population_Estimate_2012,27658
27079, MN,Le Sueur County,Population_Estimate_2013,27702
27079, MN,Le Sueur County,Population_Estimate_2014,27812
27079, MN,Le Sueur County,Population_Estimate_2015,27736
27079, MN,Le Sueur County,Population_Estimate_2016,27720
27079, MN,Le Sueur County,Population_Estimate_2017,28151
27079, MN,Le Sueur County,Population_Estimate_2018,28494
27081, MN,Lincoln County,2010_Census_Population,5896
27081, MN,Lincoln County,Population_Estimate_2011,5808
27081, MN,Lincoln County,Population_Estimate_2012,5755
27081, MN,Lincoln County,Population_Estimate_2013,5756
27081, MN,Lincoln County,Population_Estimate_2014,5766
27081, MN,Lincoln County,Population_Estimate_2015,5711
27081, MN,Lincoln County,Population_Estimate_2016,5704
27081, MN,Lincoln County,Population_Estimate_2017,5682
27081, MN,Lincoln County,Population_Estimate_2018,5673
27083, MN,Lyon County,2010_Census_Population,25857
27083, MN,Lyon County,Population_Estimate_2011,25825
27083, MN,Lyon County,Population_Estimate_2012,25630
27083, MN,Lyon County,Population_Estimate_2013,25720
27083, MN,Lyon County,Population_Estimate_2014,25776
27083, MN,Lyon County,Population_Estimate_2015,25837
27083, MN,Lyon County,Population_Estimate_2016,26000
27083, MN,Lyon County,Population_Estimate_2017,25953
27083, MN,Lyon County,Population_Estimate_2018,25629
27085, MN,McLeod County,2010_Census_Population,36651
27085, MN,McLeod County,Population_Estimate_2011,36340
27085, MN,McLeod County,Population_Estimate_2012,35931
27085, MN,McLeod County,Population_Estimate_2013,35900
27085, MN,McLeod County,Population_Estimate_2014,35776
27085, MN,McLeod County,Population_Estimate_2015,35824
27085, MN,McLeod County,Population_Estimate_2016,35767
27085, MN,McLeod County,Population_Estimate_2017,35883
27085, MN,McLeod County,Population_Estimate_2018,35873
27087, MN,Mahnomen County,2010_Census_Population,5413
27087, MN,Mahnomen County,Population_Estimate_2011,5474
27087, MN,Mahnomen County,Population_Estimate_2012,5505
27087, MN,Mahnomen County,Population_Estimate_2013,5472
27087, MN,Mahnomen County,Population_Estimate_2014,5503
27087, MN,Mahnomen County,Population_Estimate_2015,5437
27087, MN,Mahnomen County,Population_Estimate_2016,5490
27087, MN,Mahnomen County,Population_Estimate_2017,5579
27087, MN,Mahnomen County,Population_Estimate_2018,5519
27089, MN,Marshall County,2010_Census_Population,9439
27089, MN,Marshall County,Population_Estimate_2011,9458
27089, MN,Marshall County,Population_Estimate_2012,9469
27089, MN,Marshall County,Population_Estimate_2013,9429
27089, MN,Marshall County,Population_Estimate_2014,9419
27089, MN,Marshall County,Population_Estimate_2015,9410
27089, MN,Marshall County,Population_Estimate_2016,9371
27089, MN,Marshall County,Population_Estimate_2017,9369
27089, MN,Marshall County,Population_Estimate_2018,9390
27091, MN,Martin County,2010_Census_Population,20840
27091, MN,Martin County,Population_Estimate_2011,20619
27091, MN,Martin County,Population_Estimate_2012,20456
27091, MN,Martin County,Population_Estimate_2013,20419
27091, MN,Martin County,Population_Estimate_2014,20241
27091, MN,Martin County,Population_Estimate_2015,20034
27091, MN,Martin County,Population_Estimate_2016,19902
27091, MN,Martin County,Population_Estimate_2017,19858
27091, MN,Martin County,Population_Estimate_2018,19785
27093, MN,Meeker County,2010_Census_Population,23300
27093, MN,Meeker County,Population_Estimate_2011,23189
27093, MN,Meeker County,Population_Estimate_2012,23034
27093, MN,Meeker County,Population_Estimate_2013,23085
27093, MN,Meeker County,Population_Estimate_2014,23126
27093, MN,Meeker County,Population_Estimate_2015,23036
27093, MN,Meeker County,Population_Estimate_2016,23052
27093, MN,Meeker County,Population_Estimate_2017,23041
27093, MN,Meeker County,Population_Estimate_2018,23141
27095, MN,Mille Lacs County,2010_Census_Population,26097
27095, MN,Mille Lacs County,Population_Estimate_2011,25841
27095, MN,Mille Lacs County,Population_Estimate_2012,25630
27095, MN,Mille Lacs County,Population_Estimate_2013,25654
27095, MN,Mille Lacs County,Population_Estimate_2014,25557
27095, MN,Mille Lacs County,Population_Estimate_2015,25484
27095, MN,Mille Lacs County,Population_Estimate_2016,25583
27095, MN,Mille Lacs County,Population_Estimate_2017,25877
27095, MN,Mille Lacs County,Population_Estimate_2018,26139
27097, MN,Morrison County,2010_Census_Population,33198
27097, MN,Morrison County,Population_Estimate_2011,33253
27097, MN,Morrison County,Population_Estimate_2012,33097
27097, MN,Morrison County,Population_Estimate_2013,32858
27097, MN,Morrison County,Population_Estimate_2014,32807
27097, MN,Morrison County,Population_Estimate_2015,32763
27097, MN,Morrison County,Population_Estimate_2016,32907
27097, MN,Morrison County,Population_Estimate_2017,33100
27097, MN,Morrison County,Population_Estimate_2018,33169
27099, MN,Mower County,2010_Census_Population,39163
27099, MN,Mower County,Population_Estimate_2011,39341
27099, MN,Mower County,Population_Estimate_2012,39393
27099, MN,Mower County,Population_Estimate_2013,39325
27099, MN,Mower County,Population_Estimate_2014,39413
27099, MN,Mower County,Population_Estimate_2015,39420
27099, MN,Mower County,Population_Estimate_2016,39469
27099, MN,Mower County,Population_Estimate_2017,39699
27099, MN,Mower County,Population_Estimate_2018,40011
27101, MN,Murray County,2010_Census_Population,8725
27101, MN,Murray County,Population_Estimate_2011,8630
27101, MN,Murray County,Population_Estimate_2012,8573
27101, MN,Murray County,Population_Estimate_2013,8506
27101, MN,Murray County,Population_Estimate_2014,8435
27101, MN,Murray County,Population_Estimate_2015,8394
27101, MN,Murray County,Population_Estimate_2016,8308
27101, MN,Murray County,Population_Estimate_2017,8353
27101, MN,Murray County,Population_Estimate_2018,8276
27103, MN,Nicollet County,2010_Census_Population,32727
27103, MN,Nicollet County,Population_Estimate_2011,32964
27103, MN,Nicollet County,Population_Estimate_2012,33020
27103, MN,Nicollet County,Population_Estimate_2013,32981
27103, MN,Nicollet County,Population_Estimate_2014,33372
27103, MN,Nicollet County,Population_Estimate_2015,33532
27103, MN,Nicollet County,Population_Estimate_2016,33732
27103, MN,Nicollet County,Population_Estimate_2017,34058
27103, MN,Nicollet County,Population_Estimate_2018,34220
27105, MN,Nobles County,2010_Census_Population,21378
27105, MN,Nobles County,Population_Estimate_2011,21619
27105, MN,Nobles County,Population_Estimate_2012,21733
27105, MN,Nobles County,Population_Estimate_2013,21797
27105, MN,Nobles County,Population_Estimate_2014,21701
27105, MN,Nobles County,Population_Estimate_2015,21795
27105, MN,Nobles County,Population_Estimate_2016,21963
27105, MN,Nobles County,Population_Estimate_2017,21810
27105, MN,Nobles County,Population_Estimate_2018,21924
27107, MN,Norman County,2010_Census_Population,6852
27107, MN,Norman County,Population_Estimate_2011,6812
27107, MN,Norman County,Population_Estimate_2012,6605
27107, MN,Norman County,Population_Estimate_2013,6602
27107, MN,Norman County,Population_Estimate_2014,6587
27107, MN,Norman County,Population_Estimate_2015,6621
27107, MN,Norman County,Population_Estimate_2016,6529
27107, MN,Norman County,Population_Estimate_2017,6585
27107, MN,Norman County,Population_Estimate_2018,6475
27109, MN,Olmsted County,2010_Census_Population,144248
27109, MN,Olmsted County,Population_Estimate_2011,145811
27109, MN,Olmsted County,Population_Estimate_2012,146901
27109, MN,Olmsted County,Population_Estimate_2013,148854
27109, MN,Olmsted County,Population_Estimate_2014,150055
27109, MN,Olmsted County,Population_Estimate_2015,151335
27109, MN,Olmsted County,Population_Estimate_2016,153137
27109, MN,Olmsted County,Population_Estimate_2017,154519
27109, MN,Olmsted County,Population_Estimate_2018,156277
27111, MN,Otter Tail County,2010_Census_Population,57303
27111, MN,Otter Tail County,Population_Estimate_2011,57278
27111, MN,Otter Tail County,Population_Estimate_2012,57221
27111, MN,Otter Tail County,Population_Estimate_2013,57498
27111, MN,Otter Tail County,Population_Estimate_2014,57488
27111, MN,Otter Tail County,Population_Estimate_2015,57544
27111, MN,Otter Tail County,Population_Estimate_2016,57865
27111, MN,Otter Tail County,Population_Estimate_2017,58251
27111, MN,Otter Tail County,Population_Estimate_2018,58812
27113, MN,Pennington County,2010_Census_Population,13930
27113, MN,Pennington County,Population_Estimate_2011,14068
27113, MN,Pennington County,Population_Estimate_2012,14117
27113, MN,Pennington County,Population_Estimate_2013,14138
27113, MN,Pennington County,Population_Estimate_2014,14110
27113, MN,Pennington County,Population_Estimate_2015,14234
27113, MN,Pennington County,Population_Estimate_2016,14207
27113, MN,Pennington County,Population_Estimate_2017,14191
27113, MN,Pennington County,Population_Estimate_2018,14178
27115, MN,Pine County,2010_Census_Population,29750
27115, MN,Pine County,Population_Estimate_2011,29617
27115, MN,Pine County,Population_Estimate_2012,29198
27115, MN,Pine County,Population_Estimate_2013,29075
27115, MN,Pine County,Population_Estimate_2014,29081
27115, MN,Pine County,Population_Estimate_2015,29042
27115, MN,Pine County,Population_Estimate_2016,28857
27115, MN,Pine County,Population_Estimate_2017,29184
27115, MN,Pine County,Population_Estimate_2018,29483
27117, MN,Pipestone County,2010_Census_Population,9596
27117, MN,Pipestone County,Population_Estimate_2011,9529
27117, MN,Pipestone County,Population_Estimate_2012,9397
27117, MN,Pipestone County,Population_Estimate_2013,9303
27117, MN,Pipestone County,Population_Estimate_2014,9321
27117, MN,Pipestone County,Population_Estimate_2015,9267
27117, MN,Pipestone County,Population_Estimate_2016,9193
27117, MN,Pipestone County,Population_Estimate_2017,9096
27117, MN,Pipestone County,Population_Estimate_2018,9047
27119, MN,Polk County,2010_Census_Population,31600
27119, MN,Polk County,Population_Estimate_2011,31536
27119, MN,Polk County,Population_Estimate_2012,31507
27119, MN,Polk County,Population_Estimate_2013,31634
27119, MN,Polk County,Population_Estimate_2014,31492
27119, MN,Polk County,Population_Estimate_2015,31510
27119, MN,Polk County,Population_Estimate_2016,31718
27119, MN,Polk County,Population_Estimate_2017,31705
27119, MN,Polk County,Population_Estimate_2018,31529
27121, MN,Pope County,2010_Census_Population,10995
27121, MN,Pope County,Population_Estimate_2011,10912
27121, MN,Pope County,Population_Estimate_2012,10892
27121, MN,Pope County,Population_Estimate_2013,10880
27121, MN,Pope County,Population_Estimate_2014,10926
27121, MN,Pope County,Population_Estimate_2015,10930
27121, MN,Pope County,Population_Estimate_2016,10963
27121, MN,Pope County,Population_Estimate_2017,10985
27121, MN,Pope County,Population_Estimate_2018,11097
27123, MN,Ramsey County,2010_Census_Population,508640
27123, MN,Ramsey County,Population_Estimate_2011,515800
27123, MN,Ramsey County,Population_Estimate_2012,521026
27123, MN,Ramsey County,Population_Estimate_2013,527197
27123, MN,Ramsey County,Population_Estimate_2014,532912
27123, MN,Ramsey County,Population_Estimate_2015,536879
27123, MN,Ramsey County,Population_Estimate_2016,541944
27123, MN,Ramsey County,Population_Estimate_2017,545518
27123, MN,Ramsey County,Population_Estimate_2018,550210
27125, MN,Red Lake County,2010_Census_Population,4089
27125, MN,Red Lake County,Population_Estimate_2011,4084
27125, MN,Red Lake County,Population_Estimate_2012,4061
27125, MN,Red Lake County,Population_Estimate_2013,4032
27125, MN,Red Lake County,Population_Estimate_2014,3998
27125, MN,Red Lake County,Population_Estimate_2015,4032
27125, MN,Red Lake County,Population_Estimate_2016,3990
27125, MN,Red Lake County,Population_Estimate_2017,4022
27125, MN,Red Lake County,Population_Estimate_2018,3999
27127, MN,Redwood County,2010_Census_Population,16059
27127, MN,Redwood County,Population_Estimate_2011,16024
27127, MN,Redwood County,Population_Estimate_2012,15819
27127, MN,Redwood County,Population_Estimate_2013,15685
27127, MN,Redwood County,Population_Estimate_2014,15531
27127, MN,Redwood County,Population_Estimate_2015,15422
27127, MN,Redwood County,Population_Estimate_2016,15210
27127, MN,Redwood County,Population_Estimate_2017,15243
27127, MN,Redwood County,Population_Estimate_2018,15249
27129, MN,Renville County,2010_Census_Population,15730
27129, MN,Renville County,Population_Estimate_2011,15423
27129, MN,Renville County,Population_Estimate_2012,15282
27129, MN,Renville County,Population_Estimate_2013,15069
27129, MN,Renville County,Population_Estimate_2014,14932
27129, MN,Renville County,Population_Estimate_2015,14792
27129, MN,Renville County,Population_Estimate_2016,14604
27129, MN,Renville County,Population_Estimate_2017,14667
